fold,test_year,origin_date,target_date,model,cost_bps,actual_log_return,predicted_log_return,position,turnover,gross_simple_return,cost,net_simple_return,equity
1,2018,2018-03-18,2018-03-19,zero_return,10,0.04161765615,0,0,0,0,0,0,1
1,2018,2018-03-19,2018-03-20,zero_return,10,0.0411393464893,0,0,0,0,0,0,1
1,2018,2018-03-20,2018-03-21,zero_return,10,-0.00179497045365,0,0,0,-0,0,-0,1
1,2018,2018-03-21,2018-03-22,zero_return,10,-0.0192077346067,0,0,0,-0,0,-0,1
1,2018,2018-03-22,2018-03-23,zero_return,10,0.00698778172094,0,0,0,0,0,0,1
1,2018,2018-03-23,2018-03-24,zero_return,10,-0.0184967891359,0,0,0,-0,0,-0,1
1,2018,2018-03-24,2018-03-25,zero_return,10,-0.0199844319341,0,0,0,-0,0,-0,1
1,2018,2018-03-25,2018-03-26,zero_return,10,-0.0324408279847,0,0,0,-0,0,-0,1
1,2018,2018-03-26,2018-03-27,zero_return,10,-0.0417238999806,0,0,0,-0,0,-0,1
1,2018,2018-03-27,2018-03-28,zero_return,10,0.0122223285771,0,0,0,0,0,0,1
1,2018,2018-03-28,2018-03-29,zero_return,10,-0.109811077972,0,0,0,-0,0,-0,1
1,2018,2018-03-29,2018-03-30,zero_return,10,-0.039661937726,0,0,0,-0,0,-0,1
1,2018,2018-03-30,2018-03-31,zero_return,10,0.0131061073915,0,0,0,0,0,0,1
1,2018,2018-03-31,2018-04-01,zero_return,10,-0.0171575681694,0,0,0,-0,0,-0,1
1,2018,2018-04-01,2018-04-02,zero_return,10,0.0330624553962,0,0,0,0,0,0,1
1,2018,2018-04-02,2018-04-03,zero_return,10,0.0536366678345,0,0,0,0,0,0,1
1,2018,2018-04-03,2018-04-04,zero_return,10,-0.0902296616087,0,0,0,-0,0,-0,1
1,2018,2018-04-04,2018-04-05,zero_return,10,0.00263334119031,0,0,0,0,0,0,1
1,2018,2018-04-05,2018-04-06,zero_return,10,-0.028032480439,0,0,0,-0,0,-0,1
1,2018,2018-04-06,2018-04-07,zero_return,10,0.0409004036498,0,0,0,0,0,0,1
1,2018,2018-04-07,2018-04-08,zero_return,10,0.0177786049775,0,0,0,0,0,0,1
1,2018,2018-04-08,2018-04-09,zero_return,10,-0.0397383320584,0,0,0,-0,0,-0,1
1,2018,2018-04-09,2018-04-10,zero_return,10,0.011779401381,0,0,0,0,0,0,1
1,2018,2018-04-10,2018-04-11,zero_return,10,0.0186129269829,0,0,0,0,0,0,1
1,2018,2018-04-11,2018-04-12,zero_return,10,0.129419603793,0,0,0,0,0,0,1
1,2018,2018-04-12,2018-04-13,zero_return,10,0.0018623593264,0,0,0,0,0,0,1
1,2018,2018-04-13,2018-04-14,zero_return,10,0.0109703582297,0,0,0,0,0,0,1
1,2018,2018-04-14,2018-04-15,zero_return,10,0.0410920306476,0,0,0,0,0,0,1
1,2018,2018-04-15,2018-04-16,zero_return,10,-0.0360383627171,0,0,0,-0,0,-0,1
1,2018,2018-04-16,2018-04-17,zero_return,10,-0.0199877344956,0,0,0,-0,0,-0,1
1,2018,2018-04-17,2018-04-18,zero_return,10,0.0342821217715,0,0,0,0,0,0,1
1,2018,2018-04-18,2018-04-19,zero_return,10,0.0134017313301,0,0,0,0,0,0,1
1,2018,2018-04-19,2018-04-20,zero_return,10,0.0662371925304,0,0,0,0,0,0,1
1,2018,2018-04-20,2018-04-21,zero_return,10,0.00271588485066,0,0,0,0,0,0,1
1,2018,2018-04-21,2018-04-22,zero_return,10,-0.00708562417265,0,0,0,-0,0,-0,1
1,2018,2018-04-22,2018-04-23,zero_return,10,0.0146435532141,0,0,0,0,0,0,1
1,2018,2018-04-23,2018-04-24,zero_return,10,0.0776830412706,0,0,0,0,0,0,1
1,2018,2018-04-24,2018-04-25,zero_return,10,-0.0861475531273,0,0,0,-0,0,-0,1
1,2018,2018-04-25,2018-04-26,zero_return,10,0.0451746955832,0,0,0,0,0,0,1
1,2018,2018-04-26,2018-04-27,zero_return,10,-0.0310663734224,0,0,0,-0,0,-0,1
1,2018,2018-04-27,2018-04-28,zero_return,10,0.0393535293146,0,0,0,0,0,0,1
1,2018,2018-04-28,2018-04-29,zero_return,10,0.00588864161963,0,0,0,0,0,0,1
1,2018,2018-04-29,2018-04-30,zero_return,10,-0.0180691739412,0,0,0,-0,0,-0,1
1,2018,2018-04-30,2018-05-01,zero_return,10,-0.0171097144008,0,0,0,-0,0,-0,1
1,2018,2018-05-01,2018-05-02,zero_return,10,0.0144406911973,0,0,0,0,0,0,1
1,2018,2018-05-02,2018-05-03,zero_return,10,0.0576870522984,0,0,0,0,0,0,1
1,2018,2018-05-03,2018-05-04,zero_return,10,-0.0055593584676,0,0,0,-0,0,-0,1
1,2018,2018-05-04,2018-05-05,zero_return,10,0.0101868278367,0,0,0,0,0,0,1
1,2018,2018-05-05,2018-05-06,zero_return,10,-0.0207153838699,0,0,0,-0,0,-0,1
1,2018,2018-05-06,2018-05-07,zero_return,10,-0.026997298773,0,0,0,-0,0,-0,1
1,2018,2018-05-07,2018-05-08,zero_return,10,-0.013706772543,0,0,0,-0,0,-0,1
