date,close_usd
2013-06-15,99.875037405
2013-06-16,99.0383512566
2013-06-17,100.126305085
2013-06-18,104.289176382
2013-06-19,104.417150789
2013-06-20,104.323499708
2013-06-21,101.416857393
2013-06-22,100.039508475
2013-06-23,100.314744594
2013-06-24,99.0456832262
2013-06-25,97.83278872
2013-06-26,98.6517007598
2013-06-27,96.8039495991
2013-06-28,89.4245067212
2013-06-29,88.7972910579
2013-06-30,89.4809076563
2013-07-01,82.8675701344
2013-07-02,87.8164666861
2013-07-03,77.6913308007
2013-07-04,79.1348708358
2013-07-05,67.4476238527
2013-07-06,66.3416808884
2013-07-07,72.1095223729
2013-07-08,73.9885537697
2013-07-09,74.8919108708
2013-07-10,85.013679135
2013-07-11,87.4975493863
2013-07-12,90.0466987142
2013-07-13,91.592597896
2013-07-14,89.8922692759
2013-07-15,93.7961525424
2013-07-16,91.7810356517
2013-07-17,91.0313512566
2013-07-18,84.9617291175
2013-07-19,86.2387945996
2013-07-20,84.9108591467
2013-07-21,85.6643502618
2013-07-22,85.6490286382
2013-07-23,86.977056692
2013-07-24,88.1517305669
2013-07-25,90.1660922268
2013-07-26,89.9839859731
2013-07-27,88.1652758621
2013-07-28,92.7458421975
2013-07-29,93.2986972531
2013-07-30,96.659552893
2013-07-31,98.0244199299
2013-08-01,96.5680178258
2013-08-02,96.0745306838
2013-08-03,95.5067095266
2013-08-04,96.3654821742
2013-08-05,97.5271338399
2013-08-06,97.6712066043
2013-08-07,97.0542068966
2013-08-08,94.2572717709
2013-08-09,92.4727767387
2013-08-10,93.293552893
2013-08-11,94.2713123904
2013-08-12,95.4464707773
2013-08-13,97.7590750847
2013-08-14,99.1212875511
2013-08-15,98.1063331385
2013-08-16,98.2909602572
2013-08-17,99.6305043834
2013-08-18,99.1780397428
2013-08-19,102.784012274
2013-08-20,104.500210988
2013-08-21,110.801603741
2013-08-22,109.523216832
2013-08-23,107.697571596
2013-08-24,108.882675044
2013-08-25,113.082563413
2013-08-26,112.118114845
2013-08-27,117.759790766
2013-08-28,118.317414378
2013-08-29,118.835638223
2013-08-30,124.885379603
2013-08-31,128.37797896
2013-09-01,130.536372005
2013-09-02,129.565371712
2013-09-03,129.182803624
2013-09-04,122.529238749
2013-09-05,122.370085038
2013-09-06,117.861146406
2013-09-07,119.81498948
2013-09-08,118.057386324
2013-09-09,121.259272648
2013-09-10,122.215530189
2013-09-11,127.08822706
2013-09-12,126.780723553
2013-09-13,127.407745178
2013-09-14,124.348477499
2013-09-15,125.076417884
2013-09-16,126.204665985
2013-09-17,126.897250146
2013-09-18,126.903819404
2013-09-19,124.180957335
2013-09-20,122.921635885
2013-09-21,123.508256867
2013-09-22,123.124935126
2013-09-23,122.865699006
2013-09-24,123.797357686
2013-09-25,123.614078609
2013-09-26,124.685674459
2013-09-27,126.60534775
2013-09-28,126.796551724
2013-09-29,127.108627703
2013-09-30,126.090261835
2013-10-01,127.575424313
2013-10-02,104.105092928
2013-10-03,117.575495032
2013-10-04,121.93034775
2013-10-05,121.393402688
2013-10-06,122.475261251
2013-10-07,123.906872589
2013-10-08,124.76652893
2013-10-09,125.933520313
2013-10-10,126.704650497
2013-10-11,127.25529924
2013-10-12,127.851263004
2013-10-13,132.415658679
2013-10-14,135.339194915
2013-10-15,141.493908533
2013-10-16,138.327921917
2013-10-17,143.74713384
2013-10-18,152.77557218
2013-10-19,165.772717124
2013-10-20,166.500151081
2013-10-21,179.91062858
2013-10-22,190.402781414
2013-10-23,204.600350964
2013-10-24,194.410043765
2013-10-25,185.643787626
2013-10-26,179.808218001
2013-10-27,194.546133255
2013-10-28,196.274687317
2013-10-29,204.428174167
2013-10-30,197.900599421
2013-10-31,203.283649912
2013-11-01,203.037109849
2013-11-02,204.792881356
2013-11-03,210.275382612
2013-11-04,228.791038866
2013-11-05,243.641668907
2013-11-06,263.209583987
2013-11-07,290.124226184
2013-11-08,333.750656512
2013-11-09,331.051148451
2013-11-10,327.5586535
2013-11-11,342.69769287
2013-11-12,354.645488311
2013-11-13,394.504495224
2013-11-14,416.706303303
2013-11-15,408.398797335
2013-11-16,435.798442767
2013-11-17,485.336576856
2013-11-18,657.778503875
2013-11-19,546.878397312
2013-11-20,595.339099649
2013-11-21,720.76442526
2013-11-22,802.916933718
2013-11-23,834.295339989
2013-11-24,807.1666955
2013-11-25,816.243386616
2013-11-26,916.09716014
2013-11-27,962.910560912
2013-11-28,1007.38716365
2013-11-29,1128.72548802
2013-11-30,1119.29671479
2013-12-01,964.485793688
2013-12-02,1040.80821771
2013-12-03,1053.62102745
2013-12-04,1134.93223089
2013-12-05,1027.41177283
2013-12-06,824.581710338
2013-12-07,703.748376026
2013-12-08,783.573348334
2013-12-09,896.079289889
2013-12-10,977.165367329
2013-12-11,875.464034272
2013-12-12,873.324805988
2013-12-13,879.156135301
2013-12-14,852.856120526
2013-12-15,864.061657861
2013-12-16,677.894106801
2013-12-17,682.626772706
2013-12-18,526.120976327
2013-12-19,685.52512896
2013-12-20,600.216954261
2013-12-21,597.033502548
2013-12-22,615.013035272
2013-12-23,657.926634155
2013-12-24,650.664745178
2013-12-25,678.290158095
2013-12-26,749.996594956
2013-12-27,722.570567493
2013-12-28,715.852363079
2013-12-29,727.271215663
2013-12-30,735.741997078
2013-12-31,729.557582911
2014-01-01,752.404549945
2014-01-02,784.954921314
2014-01-03,807.22293903
2014-01-04,828.602062618
2014-01-05,902.487380263
2014-01-06,914.459960842
2014-01-07,803.351796199
2014-01-08,820.690009503
2014-01-09,831.334750487
2014-01-10,853.298854845
2014-01-11,889.555837119
2014-01-12,845.191332221
2014-01-13,822.877012198
2014-01-14,815.293602712
2014-01-15,841.089857364
2014-01-16,815.854800298
2014-01-17,792.829506476
2014-01-18,809.783528356
2014-01-19,838.428474734
2014-01-20,828.885216593
2014-01-21,823.817963764
2014-01-22,818.976386324
2014-01-23,810.922425196
2014-01-24,781.042513951
2014-01-25,804.403240801
2014-01-26,814.499381373
2014-01-27,742.701374971
2014-01-28,790.176401876
2014-01-29,793.384424909
2014-01-30,799.474479836
2014-01-31,803.237598785
2014-02-01,813.219549217
2014-02-02,814.490870427
2014-02-03,806.997428373
2014-02-04,800.078231894
2014-02-05,784.473692778
2014-02-06,763.569382233
2014-02-07,711.571273419
2014-02-08,677.682300941
2014-02-09,687.406054576
2014-02-10,685.457498837
2014-02-11,671.89969169
2014-02-12,653.765780912
2014-02-13,612.918414962
2014-02-14,668.788602659
2014-02-15,654.377060199
2014-02-16,623.250321949
2014-02-17,631.334596306
2014-02-18,627.271761415
2014-02-19,623.540136946
2014-02-20,563.768561099
2014-02-21,580.324315973
2014-02-22,607.124633337
2014-02-23,610.082323746
2014-02-24,542.266650754
2014-02-25,533.707644436
2014-02-26,587.578588299
2014-02-27,585.39392565
2014-02-28,551.29477031
2014-03-01,567.534235441
2014-03-02,558.527707157
2014-03-03,676.505732782
2014-03-04,674.511399433
2014-03-05,670.3388511
2014-03-06,667.712834004
2014-03-07,631.770295213
2014-03-08,621.524114496
2014-03-09,640.578889322
2014-03-10,628.151241166
2014-03-11,633.733838235
2014-03-12,634.646823717
2014-03-13,643.432100859
2014-03-14,628.308590006
2014-03-15,636.218650061
2014-03-16,634.168900971
2014-03-17,622.76020865
2014-03-18,614.309513717
2014-03-19,610.511203475
2014-03-20,586.60759571
2014-03-21,569.694517995
2014-03-22,564.700026704
2014-03-23,558.958861691
2014-03-24,585.023250519
2014-03-25,583.771189094
2014-03-26,579.243850401
2014-03-27,483.164012613
2014-03-28,498.661328949
2014-03-29,489.517023548
2014-03-30,458.966328276
2014-03-31,455.355354056
2014-04-01,479.008465868
2014-04-02,439.011492525
2014-04-03,449.44115152
2014-04-04,449.719869737
2014-04-05,461.675331482
2014-04-06,458.633480545
2014-04-07,448.655275066
2014-04-08,452.803098796
2014-04-09,442.837984932
2014-04-10,366.911866063
2014-04-11,421.943528071
2014-04-12,424.274212648
2014-04-13,416.362321654
2014-04-14,461.108246587
2014-04-15,521.615299606
2014-04-16,531.481846732
2014-04-17,499.837551545
2014-04-18,483.020013534
2014-04-19,504.365595178
2014-04-20,501.557184449
2014-04-21,498.084530301
2014-04-22,489.503510029
2014-04-23,490.632967543
2014-04-24,503.291801029
2014-04-25,466.426171344
2014-04-26,459.226709819
2014-04-27,438.709363717
2014-04-28,441.547805468
2014-04-29,447.709930772
2014-04-30,448.875715514
2014-05-01,460.194698256
2014-05-02,452.239779762
2014-05-03,438.978588006
2014-05-04,436.675398645
2014-05-05,432.338179035
2014-05-06,430.128205395
2014-05-07,442.182876096
2014-05-08,440.402762712
2014-05-09,452.697999724
2014-05-10,456.755846289
2014-05-11,439.114476037
2014-05-12,441.280955582
2014-05-13,439.005774985
2014-05-14,444.848205728
2014-05-15,446.961558738
2014-05-16,448.742153711
2014-05-17,449.222289305
2014-05-18,446.962641438
2014-05-19,447.404856809
2014-05-20,490.335648159
2014-05-21,493.933491818
2014-05-22,526.814288428
2014-05-23,523.699320281
2014-05-24,527.691243133
2014-05-25,573.312458796
2014-05-26,584.847974868
2014-05-27,573.928269245
2014-05-28,579.189318819
2014-05-29,570.349310929
2014-05-30,620.846360608
2014-05-31,627.89242069
2014-06-01,630.074953536
2014-06-02,663.505723846
2014-06-03,672.387897136
2014-06-04,643.88736879
2014-06-05,661.503558153
2014-06-06,650.133315897
2014-06-07,656.800271771
2014-06-08,657.819974868
2014-06-09,648.336322326
2014-06-10,650.936609585
2014-06-11,631.489022209
2014-06-12,591.975077148
2014-06-13,597.044999708
2014-06-14,575.559461718
2014-06-15,589.724646406
2014-06-16,590.567482174
2014-06-17,609.080002922
2014-06-18,607.629796026
2014-06-19,595.751476914
2014-06-20,591.531522794
2014-06-21,592.764349503
2014-06-22,599.634633548
2014-06-23,589.552299825
2014-06-24,579.973718586
2014-06-25,562.236779953
2014-06-26,580.749230275
2014-06-27,600.638305377
2014-06-28,594.390304208
2014-06-29,600.84051841
2014-06-30,638.946113968
2014-07-01,642.956596727
2014-07-02,651.29834775
2014-07-03,646.41338913
2014-07-04,630.635502922
2014-07-05,630.468341905
2014-07-06,634.672674459
2014-07-07,622.85497896
2014-07-08,624.894331093
2014-07-09,621.939091759
2014-07-10,616.522849795
2014-07-11,634.494378141
2014-07-12,636.923957935
2014-07-13,629.875750438
2014-07-14,619.197459088
2014-07-15,621.934601403
2014-07-16,616.351882233
2014-07-17,624.259274985
2014-07-18,630.750140269
2014-07-19,629.173364407
2014-07-20,625.248676213
2014-07-21,621.305331385
2014-07-22,619.823264465
2014-07-23,619.772816774
2014-07-24,602.879645529
2014-07-25,601.578514319
2014-07-26,594.702607247
2014-07-27,591.575444185
2014-07-28,587.493004968
2014-07-29,584.112393337
2014-07-30,562.914625073
2014-07-31,581.975561952
2014-08-01,596.506759205
2014-08-02,589.757261543
2014-08-03,586.753736704
2014-08-04,587.608335476
2014-08-05,581.881988603
2014-08-06,582.24837142
2014-08-07,586.046633548
2014-08-08,589.024412624
2014-08-09,588.978521333
2014-08-10,589.373502046
2014-08-11,573.441483928
2014-08-12,568.307520164
2014-08-13,548.370175336
2014-08-14,505.107499708
2014-08-15,500.323060133
2014-08-16,521.747962887
2014-08-17,497.764658971
2014-08-18,468.957918177
2014-08-19,486.794350672
2014-08-20,515.120353887
2014-08-21,519.307852133
2014-08-22,516.15936879
2014-08-23,497.125759497
2014-08-24,508.430741964
2014-08-25,501.610286674
2014-08-26,511.852321742
2014-08-27,510.162323787
2014-08-28,506.285151666
2014-08-29,508.866571888
2014-08-30,501.275723261
2014-08-31,478.511425482
2014-09-01,474.541489772
2014-09-02,474.43067066
2014-09-03,473.95920339
2014-09-04,489.555201344
2014-09-05,478.749782876
2014-09-06,480.642491818
2014-09-07,478.365500877
2014-09-08,468.975495909
2014-09-09,473.512027177
2014-09-10,477.778417592
2014-09-11,477.270682057
2014-09-12,473.997282291
2014-09-13,477.960973992
2014-09-14,475.648063998
2014-09-15,472.655629749
2014-09-16,464.17775453
2014-09-17,456.339891292
2014-09-18,426.880106955
2014-09-19,393.893890707
2014-09-20,411.041342782
2014-09-21,400.404530684
2014-09-22,400.881622151
2014-09-23,438.491800994
2014-09-24,423.700091759
2014-09-25,409.537749854
2014-09-26,405.298251899
2014-09-27,400.5993346
2014-09-28,375.549989772
2014-09-29,373.064557861
2014-09-30,389.264040411
2014-10-01,382.909365868
2014-10-02,372.525699006
2014-10-03,357.665713618
2014-10-04,328.826113092
2014-10-05,322.826261543
2014-10-06,326.803532729
2014-10-07,333.570194915
2014-10-08,354.407334307
2014-10-09,361.716424898
2014-10-10,358.89039081
2014-10-11,361.908376973
2014-10-12,377.871243717
2014-10-13,391.994208942
2014-10-14,400.880592054
2014-10-15,394.625879895
2014-10-16,382.32147633
2014-10-17,382.200789597
2014-10-18,391.293177089
2014-10-19,388.684497954
2014-10-20,381.190858562
2014-10-21,385.204633541
2014-10-22,380.778763296
2014-10-23,357.344793103
2014-10-24,357.488433957
2014-10-25,345.811246639
2014-10-26,353.081956166
2014-10-27,350.015711864
2014-10-28,354.653805085
2014-10-29,333.599350088
2014-10-30,344.609382233
2014-10-31,337.182912624
2014-11-01,324.37131502
2014-11-02,324.248566628
2014-11-03,325.361865576
2014-11-04,329.657703974
2014-11-05,338.805765342
2014-11-06,349.689911748
2014-11-07,342.133288136
2014-11-08,345.716332554
2014-11-09,363.610051724
2014-11-10,365.502253945
2014-11-11,367.825466978
2014-11-12,422.591419638
2014-11-13,421.914471654
2014-11-14,398.388882817
2014-11-15,377.993840736
2014-11-16,390.205823495
2014-11-17,387.50103156
2014-11-18,373.864564582
2014-11-19,377.613398013
2014-11-20,356.181265342
2014-11-21,350.748858854
2014-11-22,352.455514611
2014-11-23,367.773242256
2014-11-24,376.994223846
2014-11-25,376.755630041
2014-11-26,367.530208065
2014-11-27,369.530227352
2014-11-28,377.896931911
2014-11-29,376.076335476
2014-11-30,378.690397136
2014-12-01,379.11197896
2014-12-02,382.946796318
2014-12-03,375.916019287
2014-12-04,368.845568089
2014-12-05,378.428329632
2014-12-06,375.137951198
2014-12-07,376.639793103
2014-12-08,363.215676797
2014-12-09,351.106837814
2014-12-10,347.881393922
2014-12-11,348.593006137
2014-12-12,353.190612507
2014-12-13,349.242945061
2014-12-14,356.079721508
2014-12-15,347.095181473
2014-12-16,328.613320281
2014-12-17,320.297613384
2014-12-18,313.511651179
2014-12-19,318.242888662
2014-12-20,330.065758328
2014-12-21,320.992670076
2014-12-22,331.842584454
2014-12-23,336.08412858
2014-12-24,323.032297779
2014-12-25,318.99614436
2014-12-26,329.210341905
2014-12-27,315.968443892
2014-12-28,317.010480421
2014-12-29,313.06553156
2014-12-30,310.442004091
2014-12-31,320.662287259
2015-01-01,314.776471946
2015-01-02,315.942731736
2015-01-03,285.64730976
2015-01-04,263.33457481
2015-01-05,275.003851549
2015-01-06,287.54952104
2015-01-07,297.535565167
2015-01-08,284.342391876
2015-01-09,292.501114553
2015-01-10,276.230532145
2015-01-11,268.755515488
2015-01-12,268.617232028
2015-01-13,224.108117767
2015-01-14,175.637640561
2015-01-15,212.341011397
2015-01-16,207.595204851
2015-01-17,199.824836645
2015-01-18,211.13251841
2015-01-19,216.894694915
2015-01-20,211.919853887
2015-01-21,227.904210403
2015-01-22,233.647382817
2015-01-23,233.132852425
2015-01-24,249.082123904
2015-01-25,254.517941262
2015-01-26,273.952244886
2015-01-27,264.7538045
2015-01-28,235.735840444
2015-01-29,233.957373466
2015-01-30,228.896189947
2015-01-31,217.332156049
2015-02-01,227.111301286
2015-02-02,240.09241993
2015-02-03,227.775695792
2015-02-04,226.781134132
2015-02-05,217.011151081
2015-02-06,222.724969316
2015-02-07,228.647127411
2015-02-08,224.035988895
2015-02-09,220.768493863
2015-02-10,220.888154296
2015-02-11,219.495859731
2015-02-12,222.583227937
2015-02-13,236.555363822
2015-02-14,257.627695792
2015-02-15,234.445803039
2015-02-16,235.086126826
2015-02-17,243.905794272
2015-02-18,235.99523232
2015-02-19,241.872253945
2015-02-20,245.530775278
2015-02-21,245.59600263
2015-02-22,236.690668323
2015-02-23,239.066017826
2015-02-24,239.869262127
2015-02-25,238.236111046
2015-02-26,237.044402396
2015-02-27,255.116774401
2015-02-28,254.948448568
2015-03-01,260.651330801
2015-03-02,276.322613676
2015-03-03,282.705900935
2015-03-04,273.447536528
2015-03-05,276.268809176
2015-03-06,273.318114845
2015-03-07,276.403357393
2015-03-08,275.338033898
2015-03-09,290.13005903
2015-03-10,292.320383109
2015-03-11,296.69332934
2015-03-12,295.800344828
2015-03-13,285.9110263
2015-03-14,283.608306254
2015-03-15,287.270142022
2015-03-16,291.39211806
2015-03-17,285.248396552
2015-03-18,257.28616014
2015-03-19,262.092947984
2015-03-20,262.96649211
2015-03-21,261.184297487
2015-03-22,268.899415839
2015-03-23,266.777992987
2015-03-24,246.835082992
2015-03-25,246.719136762
2015-03-26,249.532993571
2015-03-27,247.378898305
2015-03-28,253.231613968
2015-03-29,242.967614261
2015-03-30,248.336934541
2015-03-31,244.712485681
2015-04-01,247.185819404
2015-04-02,253.630070427
2015-04-03,254.833163647
2015-04-04,253.945848627
2015-04-05,261.112136178
2015-04-06,256.367386908
2015-04-07,254.831898013
2015-04-08,245.825210403
2015-04-09,243.860636178
2015-04-10,235.871900643
2015-04-11,237.409067797
2015-04-12,237.141042373
2015-04-13,225.505635885
2015-04-14,219.757236704
2015-04-15,223.313907949
2015-04-16,228.493815313
2015-04-17,222.785060199
2015-04-18,223.398044126
2015-04-19,223.284135301
2015-04-20,224.894903565
2015-04-21,234.939356517
2015-04-22,233.822418761
2015-04-23,235.933293688
2015-04-24,231.458592344
2015-04-25,226.445992987
2015-04-26,220.50340678
2015-04-27,227.325990357
2015-04-28,225.54936879
2015-04-29,225.669288428
2015-04-30,236.327976037
2015-05-01,232.7465827
2015-05-02,235.540077148
2015-05-03,240.464248977
2015-05-04,238.976661309
2015-05-05,236.023383402
2015-05-06,229.4812193
2015-05-07,237.130687317
2015-05-08,244.383472823
2015-05-09,242.705950029
2015-05-10,240.731483928
2015-05-11,242.24983723
2015-05-12,242.209092051
2015-05-13,236.550265926
2015-05-14,236.948916715
2015-05-15,237.484502338
2015-05-16,235.812134424
2015-05-17,236.963682934
2015-05-18,232.883849615
2015-05-19,231.974446815
2015-05-20,234.190306254
2015-05-21,235.553821742
2015-05-22,240.323203682
2015-05-23,238.963281707
2015-05-24,240.711758328
2015-05-25,237.00354325
2015-05-26,236.796261251
2015-05-27,237.203596435
2015-05-28,236.95688194
2015-05-29,236.646526593
2015-05-30,232.788770018
2015-05-31,229.450547925
2015-06-01,223.282701929
2015-06-02,225.320800994
2015-06-03,225.213063413
2015-06-04,223.540076856
2015-06-05,224.731071888
2015-06-06,225.16051315
2015-06-07,223.411685856
2015-06-08,228.77429135
2015-06-09,229.370529515
2015-06-10,228.588487434
2015-06-11,229.584411748
2015-06-12,229.81121851
2015-06-13,233.015344535
2015-06-14,232.507108708
2015-06-15,236.790962887
2015-06-16,251.432676797
2015-06-17,247.96931765
2015-06-18,249.012479544
2015-06-19,244.80348422
2015-06-20,245.58251315
2015-06-21,244.300260082
2015-06-22,247.017892461
2015-06-23,244.184763296
2015-06-24,240.451545295
2015-06-25,242.347857686
2015-06-26,242.96799737
2015-06-27,251.52932671
2015-06-28,249.058285798
2015-06-29,256.650222385
2015-06-30,263.854356865
2015-07-01,258.042647575
2015-07-02,254.747113384
2015-07-03,256.087042833
2015-07-04,260.509239626
2015-07-05,271.302458212
2015-07-06,269.137940094
2015-07-07,266.469919053
2015-07-08,270.576142899
2015-07-09,269.680304793
2015-07-10,285.55878083
2015-07-11,293.917453828
2015-07-12,311.481879895
2015-07-13,292.649223846
2015-07-14,287.74095149
2015-07-15,285.922885447
2015-07-16,278.532749269
2015-07-17,280.064724722
2015-07-18,277.354635301
2015-07-19,275.28198948
2015-07-20,279.114393045
2015-07-21,276.652412624
2015-07-22,277.764369082
2015-07-23,276.81162858
2015-07-24,289.30597633
2015-07-25,289.507639977
2015-07-26,293.314842782
2015-07-27,294.426761835
2015-07-28,295.410125269
2015-07-29,289.855836353
2015-07-30,288.236260666
2015-07-31,284.597324372
2015-08-01,281.668846289
2015-08-02,282.423006429
2015-08-03,282.185052309
2015-08-04,285.286617475
2015-08-05,282.338886908
2015-08-06,278.995748685
2015-08-07,279.488715079
2015-08-08,261.45027557
2015-08-09,266.342020456
2015-08-10,264.928825248
2015-08-11,271.421736119
2015-08-12,268.143868498
2015-08-13,264.691627995
2015-08-14,266.355941555
2015-08-15,261.936836645
2015-08-16,258.93081739
2015-08-17,258.009398305
2015-08-18,217.885883117
2015-08-19,227.218251899
2015-08-20,235.523883109
2015-08-21,232.80061784
2015-08-22,230.63917329
2015-08-23,228.673073933
2015-08-24,211.955917592
2015-08-25,222.655039451
2015-08-26,226.116700175
2015-08-27,224.939877265
2015-08-28,232.170808299
2015-08-29,229.826200175
2015-08-30,229.019572472
2015-08-31,230.689466102
2015-09-01,227.955570427
2015-09-02,229.50218071
2015-09-03,227.107121566
2015-09-04,231.177563413
2015-09-05,235.903006137
2015-09-06,240.805472238
2015-09-07,240.633615722
2015-09-08,244.174952659
2015-09-09,238.722463179
2015-09-10,238.750477206
2015-09-11,240.845008117
2015-09-12,236.351832177
2015-09-13,230.548837317
2015-09-14,230.94879398
2015-09-15,230.398590006
2015-09-16,229.043285798
2015-09-17,233.202697838
2015-09-18,233.175130918
2015-09-19,232.241568089
2015-09-20,231.362323787
2015-09-21,226.773447984
2015-09-22,230.626304793
2015-09-23,230.132437756
2015-09-24,234.319868498
2015-09-25,235.5382218
2015-09-26,234.591814436
2015-09-27,233.24330976
2015-09-28,240.017265342
2015-09-29,237.336233781
2015-09-30,236.739848042
2015-10-01,238.229813852
2015-10-02,237.937007306
2015-10-03,239.735897721
2015-10-04,239.516924898
2015-10-05,240.961213833
2015-10-06,246.940498247
2015-10-07,243.73448685
2015-10-08,243.029632963
2015-10-09,244.448887493
2015-10-10,245.955924313
2015-10-11,248.5281654
2015-10-12,246.093637347
2015-10-13,250.471300701
2015-10-14,253.142325541
2015-10-15,254.693015003
2015-10-16,262.737363238
2015-10-17,271.930938925
2015-10-18,263.481677382
2015-10-19,264.362728229
2015-10-20,270.832211864
2015-10-21,268.040217709
2015-10-22,275.414956458
2015-10-23,278.612778027
2015-10-24,283.611142899
2015-10-25,286.049693454
2015-10-26,286.703382817
2015-10-27,295.562913793
2015-10-28,304.442097019
2015-10-29,314.879462303
2015-10-30,328.492321157
2015-10-31,314.119508182
2015-11-01,329.854227645
2015-11-02,364.616627995
2015-11-03,400.923105202
2015-11-04,405.481681473
2015-11-05,384.341222969
2015-11-06,372.975417884
2015-11-07,386.504550847
2015-11-08,372.400129749
2015-11-09,380.49564436
2015-11-10,337.830502338
2015-11-11,308.922185856
2015-11-12,337.522988603
2015-11-13,337.278958212
2015-11-14,333.047117475
2015-11-15,319.928021625
2015-11-16,331.132725015
2015-11-17,335.84978609
2015-11-18,335.744504968
2015-11-19,326.232145529
2015-11-20,321.940475453
2015-11-21,325.905231151
2015-11-22,323.716966102
2015-11-23,323.012556341
2015-11-24,319.961356527
2015-11-25,328.960457335
2015-11-26,356.255292519
2015-11-27,359.268824372
2015-11-28,356.567322618
2015-11-29,371.707612507
2015-11-30,377.38983986
